"gene_short_name","family","pval","qval","status","num_cells_expressed","use_for_ordering"
"THRAP3","negbinomial.size",6.23626238108139e-38,1.68659016266403e-37,"OK",5391,TRUE
"SPART","negbinomial.size",6.10482452040908e-45,1.864980899263e-44,"OK",1465,TRUE
"RAB5IF","negbinomial.size",2.92650824387417e-109,1.94116097277158e-108,"OK",7698,TRUE
"S100A4","negbinomial.size",3.11816081117579e-168,2.92783151490922e-167,"OK",14970,TRUE
"INPP5A","negbinomial.size",9.08893166560043e-56,3.28564879711456e-55,"OK",686,TRUE
"ODF2L","negbinomial.size",1.12256733124989e-45,3.49834560557616e-45,"OK",4938,TRUE
"IGFBP3","negbinomial.size",3.09620192172109e-75,1.43497050602843e-74,"OK",358,TRUE
"ICAM1","negbinomial.size",3.46003651553633e-102,2.13812512883142e-101,"OK",4493,TRUE
"TOP1","negbinomial.size",1.00889697508472e-38,2.76999688475791e-38,"OK",5624,TRUE
"AXIN1","negbinomial.size",2.92048851183289e-55,1.04703133589513e-54,"OK",2161,TRUE
"TIMP1","negbinomial.size",3.14326496864304e-49,1.029870349998e-48,"OK",2436,TRUE
"PAG1","negbinomial.size",2.56146857025195e-23,4.81023837997963e-23,"OK",1336,TRUE
"PPIB","negbinomial.size",2.24682132793466e-87,1.18573125554508e-86,"OK",11223,TRUE
"KIFC3","negbinomial.size",1.54671258339347e-39,4.31765713433777e-39,"OK",1033,TRUE
"ZBTB16","negbinomial.size",4.81827718331471e-272,6.96722880707307e-271,"OK",3944,TRUE
"NFATC1","negbinomial.size",3.05185421345652e-46,9.60736108706415e-46,"OK",915,TRUE
"PTTG1","negbinomial.size",3.70560551235879e-65,1.52803390804301e-64,"OK",2237,TRUE
"SNX18","negbinomial.size",2.22904552921426e-32,5.34822981511695e-32,"OK",1586,TRUE
"NUCB1","negbinomial.size",2.27911821780961e-59,8.65745606730129e-59,"OK",4446,TRUE
"STK17A","negbinomial.size",1.48708442043182e-18,2.43800915186442e-18,"OK",11249,TRUE
"RAB9A","negbinomial.size",5.40903204564914e-08,6.24052686543244e-08,"OK",4918,TRUE
"CTSS","negbinomial.size",5.69884151913778e-28,1.21541664257717e-27,"OK",5660,TRUE
"RRAD","negbinomial.size",3.20471391277318e-15,4.62476678430142e-15,"OK",1044,TRUE
"RAB38","negbinomial.size",5.89886810434441e-29,1.2858939616405e-28,"OK",418,TRUE
"RHOG","negbinomial.size",5.93610818125577e-75,2.72784293329317e-74,"OK",6781,TRUE
"PREX1","negbinomial.size",2.39902059205965e-64,9.81787861165542e-64,"OK",3709,TRUE
"ARL4C","negbinomial.size",1.76650246475175e-74,8.03258667934284e-74,"OK",14617,TRUE
"TPT1","negbinomial.size",5.32189309172008e-142,4.25947827156489e-141,"OK",16287,TRUE
"TMED1","negbinomial.size",4.1023312209141e-55,1.46830963996084e-54,"OK",2310,TRUE
"RPS3A","negbinomial.size",8.31665036347313e-114,5.72660782170578e-113,"OK",16277,TRUE
"IQGAP1","negbinomial.size",2.5333761253002e-68,1.08167181412916e-67,"OK",9239,TRUE
"LPAR6","negbinomial.size",9.53377606908721e-26,1.90412157401935e-25,"OK",1826,TRUE
"FAM27C","negbinomial.size",5.80868438960746e-26,1.16765861362915e-25,"OK",513,TRUE
"ITPRIP","negbinomial.size",3.28772631124307e-70,1.42336893594535e-69,"OK",3893,TRUE
"C3orf52","negbinomial.size",3.84936564427164e-30,8.77946801516844e-30,"OK",238,TRUE
"CCL3L1","negbinomial.size",0,0,"OK",8285,TRUE
"TGFB1","negbinomial.size",3.34683842822481e-171,3.19792623384124e-170,"OK",12629,TRUE
"RPLP1","negbinomial.size",3.69347737704056e-103,2.31536197421994e-102,"OK",16287,TRUE
"KMT5C","negbinomial.size",3.71644601165038e-43,1.10727629110847e-42,"OK",1621,TRUE
"TPM4","negbinomial.size",1.97044799202364e-52,6.81643013508657e-52,"OK",5252,TRUE
"AL645728.1","negbinomial.size",6.16277613989316e-10,7.50536858362058e-10,"OK",1586,TRUE
"STK17B","negbinomial.size",5.52388917123112e-32,1.32098297821392e-31,"OK",11190,TRUE
"CHD4","negbinomial.size",8.0138584485029e-56,2.90184623953302e-55,"OK",6113,TRUE
"PLAUR","negbinomial.size",6.140026527533e-22,1.1079631895357e-21,"OK",797,TRUE
"CNBD2","negbinomial.size",6.69725206453764e-07,7.53440857260485e-07,"OK",4125,TRUE
"NUSAP1","negbinomial.size",1.58124357850421e-49,5.20442689192052e-49,"OK",521,TRUE
"ITM2C","negbinomial.size",5.56273287551758e-16,8.33257431422488e-16,"OK",471,TRUE
"KLF13","negbinomial.size",0.0373246512700843,0.0383683263529918,"OK",7143,TRUE
"FHL3","negbinomial.size",5.65479884238189e-74,2.56595370065404e-73,"OK",2154,TRUE
"RPL15","negbinomial.size",6.77774159427642e-104,4.29851506373847e-103,"OK",16224,TRUE
"TMED10","negbinomial.size",7.47513100562087e-52,2.55331640176247e-51,"OK",5482,TRUE
"CWC25","negbinomial.size",1.50355128788545e-31,3.55250843510189e-31,"OK",3915,TRUE
"PTPRJ","negbinomial.size",7.96372916198512e-41,2.29089238094771e-40,"OK",2460,TRUE
"DUSP5","negbinomial.size",5.83787749045521e-79,2.80140625592862e-78,"OK",8009,TRUE
"GBP4","negbinomial.size",2.46244358704136e-40,7.02768439512199e-40,"OK",2865,TRUE
"PAXX","negbinomial.size",2.16579264816946e-11,2.74392771838759e-11,"OK",9914,TRUE
"RASSF4","negbinomial.size",1.57131249759774e-60,6.10784374066218e-60,"OK",1809,TRUE
"TIGIT","negbinomial.size",3.83608281384025e-66,1.6187672418715e-65,"OK",4347,TRUE
"FCRL6","negbinomial.size",5.59327061730932e-36,1.44770930416992e-35,"OK",5223,TRUE
"FAM53C","negbinomial.size",1.15270961624713e-56,4.24486783979629e-56,"OK",4313,TRUE
"TRDC","negbinomial.size",5.2386181472111e-147,4.3534723223375e-146,"OK",9927,TRUE
"RBM8A","negbinomial.size",5.63516640741952e-28,1.203019285206e-27,"OK",12512,TRUE
"BANP","negbinomial.size",5.83666369377107e-72,2.59953255683562e-71,"OK",2332,TRUE
"NCS1","negbinomial.size",1.71858639215731e-45,5.32516269227029e-45,"OK",500,TRUE
"TPD52","negbinomial.size",1.96047004036446e-13,2.64938287697852e-13,"OK",1990,TRUE
"ARG2","negbinomial.size",4.08274814868604e-23,7.62745971963826e-23,"OK",866,TRUE
"JOSD1","negbinomial.size",2.35368514031414e-52,8.12920870914232e-52,"OK",6989,TRUE
"LYN","negbinomial.size",2.26854922424449e-77,1.07669218104733e-76,"OK",4730,TRUE
"SERF2","negbinomial.size",1.47026446521505e-60,5.72532069129525e-60,"OK",15957,TRUE
"USP18","negbinomial.size",1.06631184658362e-50,3.58578355851144e-50,"OK",615,TRUE
"EIF3J","negbinomial.size",5.65060538929899e-34,1.39433027183043e-33,"OK",4121,TRUE
"DDX43","negbinomial.size",5.32904403277087e-36,1.38261919941149e-35,"OK",180,TRUE
"H2AFV","negbinomial.size",1.82220890206677e-49,5.98844107361032e-49,"OK",8588,TRUE
"MLC1","negbinomial.size",6.61001142952053e-56,2.4055561729245e-55,"OK",1359,TRUE
"COLGALT2","negbinomial.size",5.67823913609862e-21,9.90836740643435e-21,"OK",519,TRUE
"SBDS","negbinomial.size",7.8442850728871e-39,2.15916933034164e-38,"OK",8873,TRUE
"IQGAP2","negbinomial.size",3.13570798849481e-51,1.06604241803217e-50,"OK",9118,TRUE
"CD82","negbinomial.size",7.51361278107506e-17,1.16158418547055e-16,"OK",392,TRUE
"FOSB","negbinomial.size",1.83097911839437e-40,5.23240277707166e-40,"OK",13050,TRUE
"SORL1","negbinomial.size",5.94882442262933e-47,1.89471368174494e-46,"OK",4233,TRUE
"RSAD2","negbinomial.size",7.13746076818593e-34,1.75722501772932e-33,"OK",485,TRUE
"SIPA1L1","negbinomial.size",5.1001450827708e-39,1.41099677098595e-38,"OK",1570,TRUE
"PPIA","negbinomial.size",8.37743542259072e-23,1.54643893034887e-22,"OK",14471,TRUE
"HBA1","negbinomial.size",1.25305001762468e-22,2.29937858564123e-22,"OK",932,TRUE
"AC026979.2","negbinomial.size",1.33114813069182e-13,1.80906033550786e-13,"OK",4952,TRUE
"COX4I1","negbinomial.size",8.18067503085017e-59,3.09126901427074e-58,"OK",14622,TRUE
"EPG5","negbinomial.size",1.4591630183493e-37,3.9218396366786e-37,"OK",2058,TRUE
"PARP9","negbinomial.size",8.4956546187403e-40,2.39623860442753e-39,"OK",1519,TRUE
"LGALS1","negbinomial.size",7.37552186864533e-05,7.97085547239249e-05,"OK",12410,TRUE
"IQCG","negbinomial.size",5.73501739013241e-52,1.96512681187949e-51,"OK",813,TRUE
"NDUFS5","negbinomial.size",1.03052093322515e-28,2.23743734150686e-28,"OK",9710,TRUE
"CMIP","negbinomial.size",1.93172836597919e-44,5.86823364959223e-44,"OK",3390,TRUE
"GIMAP1","negbinomial.size",6.48114533814235e-16,9.64832137160656e-16,"OK",2797,TRUE
"ZCWPW2","negbinomial.size",4.25154070829632e-13,5.68532169931857e-13,"OK",147,TRUE
"MAPK1IP1L","negbinomial.size",1.21401631305364e-34,3.03015118873802e-34,"OK",5431,TRUE
"RBM38","negbinomial.size",7.47865486441265e-29,1.62700124382257e-28,"OK",9319,TRUE
"MMP24OS","negbinomial.size",1.25615331115922e-33,3.08561328641489e-33,"OK",4373,TRUE
"ZNF331","negbinomial.size",2.75985151253154e-96,1.59205264113854e-95,"OK",9141,TRUE
"RALGAPA1","negbinomial.size",3.03548395329126e-56,1.11215619842715e-55,"OK",4716,TRUE
"GATD3A","negbinomial.size",4.82258290943786e-41,1.39283386558865e-40,"OK",200,TRUE
"TMBIM6","negbinomial.size",8.29298606618915e-37,2.18294742446168e-36,"OK",11340,TRUE
"SNRPB","negbinomial.size",1.73580736472001e-34,4.31267602987136e-34,"OK",9648,TRUE
"CAPG","negbinomial.size",0.0116561271576922,0.0120909324749089,"OK",392,TRUE
"CXXC5","negbinomial.size",1.31406775956124e-83,6.67497182784151e-83,"OK",2500,TRUE
"MVB12B","negbinomial.size",4.11338221648132e-28,8.80742944476602e-28,"OK",482,TRUE
"APOL6","negbinomial.size",3.63896778340882e-49,1.19048584045456e-48,"OK",6999,TRUE
"LAP3","negbinomial.size",2.92911733325963e-40,8.33760563758549e-40,"OK",3334,TRUE
"ATP5F1E","negbinomial.size",4.78440366836344e-49,1.56050700100456e-48,"OK",15385,TRUE
"ATP6V1D","negbinomial.size",6.08541562783964e-30,1.37635729893474e-29,"OK",2459,TRUE
"MCTP2","negbinomial.size",3.78011531950194e-118,2.67943468235285e-117,"OK",4179,TRUE
"USP15","negbinomial.size",3.41752421139899e-44,1.03096105904373e-43,"OK",6065,TRUE
"MOB3A","negbinomial.size",2.97392678903719e-77,1.40532618854503e-76,"OK",3942,TRUE
"STX5","negbinomial.size",6.45945876565159e-35,1.62535569172834e-34,"OK",2217,TRUE
"SIAH2","negbinomial.size",3.13018627790835e-35,8.01524661043895e-35,"OK",5431,TRUE
"AC006157.1","negbinomial.size",1.77133091132059e-15,2.58200050178385e-15,"OK",122,TRUE
"PEBP1","negbinomial.size",7.01463544638522e-44,2.11022805592365e-43,"OK",5129,TRUE
"TMEM120B","negbinomial.size",5.66018151765262e-29,1.23759412417223e-28,"OK",2985,TRUE
"NAPRT","negbinomial.size",2.38374683517282e-28,5.13950982653066e-28,"OK",469,TRUE
"RAP1A","negbinomial.size",2.06685480969365e-26,4.21731710463362e-26,"OK",7496,TRUE
"IPCEF1","negbinomial.size",1.20121353739067e-07,1.37200219199598e-07,"OK",2632,TRUE
"ATP6V0E1","negbinomial.size",9.28878475991334e-24,1.77353645636022e-23,"OK",8400,TRUE
"RGS1","negbinomial.size",2.81127865793802e-164,2.59475038683726e-163,"OK",8460,TRUE
"HOXC4","negbinomial.size",2.01932521794303e-59,7.68406385564638e-59,"OK",500,TRUE
"AL451085.1","negbinomial.size",4.99902305022346e-30,1.1353802089984e-29,"OK",898,TRUE
"SAMD3","negbinomial.size",9.36350983558351e-21,1.62475622667045e-20,"OK",6493,TRUE
"C1orf174","negbinomial.size",2.29330013293268e-62,9.07694888381566e-62,"OK",2536,TRUE
"B4GALT1","negbinomial.size",3.02085341623765e-46,9.52359165671432e-46,"OK",6428,TRUE
"RTF2","negbinomial.size",5.29533022874268e-29,1.15898801878334e-28,"OK",3145,TRUE
"KDM5B","negbinomial.size",5.64920880669452e-35,1.42644166492671e-34,"OK",1233,TRUE
"GMFG","negbinomial.size",3.24409620585003e-18,5.25892725746541e-18,"OK",10122,TRUE
"HIST1H2BG","negbinomial.size",1.69258839732141e-32,4.0655860839315e-32,"OK",801,TRUE
"FES","negbinomial.size",5.85680365682519e-72,2.60315719910939e-71,"OK",774,TRUE
"ARF6","negbinomial.size",0.00018745560079743,0.000200094093567729,"OK",10408,TRUE
"SEPT6","negbinomial.size",1.66598661165211e-14,2.34340140121494e-14,"OK",6747,TRUE
"NRARP","negbinomial.size",4.19854047152067e-63,1.69268295217999e-62,"OK",934,TRUE
"CEBPA","negbinomial.size",3.25121870185088e-26,6.60908469007926e-26,"OK",1832,TRUE
"LYAR","negbinomial.size",1.90837749884188e-75,8.88255535405158e-75,"OK",7109,TRUE
"RHBDD2","negbinomial.size",2.88462141620712e-15,4.1711625678355e-15,"OK",2191,TRUE
"CHORDC1","negbinomial.size",5.71543262030693e-28,1.21775769680213e-27,"OK",7486,TRUE
"LINC00299","negbinomial.size",1.75074025356597e-56,6.42530560065074e-56,"OK",392,TRUE
"RRAS2","negbinomial.size",8.05912608271083e-28,1.7108194305027e-27,"OK",2864,TRUE
"HIST1H2AE","negbinomial.size",5.05472891648595e-27,1.05623381694201e-26,"OK",1037,TRUE
"IFFO2","negbinomial.size",5.24572287835036e-35,1.32765144960816e-34,"OK",2364,TRUE
"IGHV1-18","negbinomial.size",4.01062391628166e-12,5.18726492213174e-12,"OK",118,TRUE
"ARHGEF2","negbinomial.size",1.42417053648272e-43,4.26661035031909e-43,"OK",2067,TRUE
"ALB","negbinomial.size",2.95089828896243e-37,7.87269174509165e-37,"OK",246,TRUE
"LINC002481","negbinomial.size",2.96386256571422e-42,8.69907700275256e-42,"OK",814,TRUE
"IL27RA","negbinomial.size",2.57900956188628e-43,7.70505749274288e-43,"OK",3322,TRUE
"SATB1","negbinomial.size",9.09107461286133e-42,2.64678400473775e-41,"OK",2837,TRUE
"ERP29","negbinomial.size",1.81379489337558e-61,7.12703102125297e-61,"OK",8451,TRUE
"SPTY2D1","negbinomial.size",3.67168191347753e-45,1.12643254177267e-44,"OK",5113,TRUE
"PTTG1IP","negbinomial.size",4.95559089032894e-80,2.42087311737015e-79,"OK",2336,TRUE
"KRT81","negbinomial.size",3.17903643765914e-44,9.61691775911113e-44,"OK",770,TRUE
"DYNLL1","negbinomial.size",1.44670557109822e-32,3.4865604263467e-32,"OK",10856,TRUE
"CD81","negbinomial.size",5.83864654551334e-09,6.9202318891904e-09,"OK",12982,TRUE
"TSEN34","negbinomial.size",2.96204414768323e-32,7.09125138667211e-32,"OK",1867,TRUE
"NSMCE3","negbinomial.size",3.83043483330029e-17,5.998709858071e-17,"OK",7450,TRUE
"TIAM1","negbinomial.size",4.12925363409066e-29,9.1112422506029e-29,"OK",272,TRUE
"IFIH1","negbinomial.size",6.82771340100414e-31,1.58898179901051e-30,"OK",1615,TRUE
"TENT5A","negbinomial.size",2.59471000493568e-93,1.44305794889884e-92,"OK",5413,TRUE
"BTF3","negbinomial.size",1.24316834884289e-72,5.55965391472212e-72,"OK",15006,TRUE
"ST3GAL4","negbinomial.size",2.54590348476137e-41,7.37258298858132e-41,"OK",1782,TRUE
"PTGES3","negbinomial.size",1.68297621123487e-62,6.69793651774025e-62,"OK",10664,TRUE
"GNAL","negbinomial.size",5.58465763389558e-39,1.54307291820631e-38,"OK",861,TRUE
"RUNX3","negbinomial.size",1.466788950631e-05,1.60598951737438e-05,"OK",12026,TRUE
"DRAIC","negbinomial.size",5.92762525569492e-33,1.43653845582148e-32,"OK",296,TRUE
"ZNF80","negbinomial.size",1.10170977435217e-41,3.19894042914304e-41,"OK",253,TRUE
"SH3GLB1","negbinomial.size",9.64073336413793e-50,3.19736248728061e-49,"OK",6072,TRUE
"TBXAS1","negbinomial.size",2.93523181076538e-106,1.89479696355658e-105,"OK",1217,TRUE
"PRRG4","negbinomial.size",3.51417584320955e-43,1.04845218760956e-42,"OK",164,TRUE
"AC243829.2","negbinomial.size",5.45747583755198e-41,1.5741044004854e-40,"OK",348,TRUE
"AC022075.1","negbinomial.size",1.6525191013927e-24,3.20028029546497e-24,"OK",461,TRUE
"RALGDS","negbinomial.size",3.98565147242595e-30,9.08075424757551e-30,"OK",3408,TRUE
"TCEAL4","negbinomial.size",5.11014628536493e-30,1.15819302956704e-29,"OK",735,TRUE
"AL031777.3","negbinomial.size",6.277628208177e-20,1.07129626935766e-19,"OK",803,TRUE
"EIF3K","negbinomial.size",5.74012093248317e-49,1.86941776314654e-48,"OK",12488,TRUE
"FKBP2","negbinomial.size",4.03473215916229e-39,1.12052932819757e-38,"OK",3276,TRUE
"PARP8","negbinomial.size",0.00176809274265666,0.00185803932113483,"OK",6452,TRUE
"GEM","negbinomial.size",2.56431930512211e-21,4.52932294202758e-21,"OK",195,TRUE
"KLHL6","negbinomial.size",1.06039493125735e-35,2.73158741793015e-35,"OK",656,TRUE
"TFDP2","negbinomial.size",5.54918643088495e-35,1.40281880752791e-34,"OK",5375,TRUE
"AK5","negbinomial.size",1.00884918995982e-39,2.83444804795707e-39,"OK",386,TRUE
"CERCAM","negbinomial.size",8.84524251225623e-30,1.9860591106712e-29,"OK",599,TRUE
"VPS29","negbinomial.size",4.23738252251901e-28,9.06398687509244e-28,"OK",5543,TRUE
"LTB","negbinomial.size",0.115049044252867,0.117376000463062,"OK",1611,TRUE
"PKM","negbinomial.size",2.40125284187273e-09,2.86959637136196e-09,"OK",4583,TRUE
"AC004556.1","negbinomial.size",7.19089203982019e-18,1.15448148292894e-17,"OK",314,TRUE
"BLVRB","negbinomial.size",2.52772531196597e-45,7.79891351586656e-45,"OK",2031,TRUE
"GOLM1","negbinomial.size",1.67042015611606e-26,3.42775905261658e-26,"OK",1176,TRUE
"HERPUD2","negbinomial.size",7.60125035736597e-23,1.40675017279239e-22,"OK",5462,TRUE
"RFX1","negbinomial.size",4.02649234277294e-22,7.29003496784182e-22,"OK",1491,TRUE
"CAST","negbinomial.size",9.00985951814409e-07,1.01046459642474e-06,"OK",9424,TRUE
"ZNF267","negbinomial.size",1.2379184229153e-17,1.96995235458788e-17,"OK",2027,TRUE
"HMGA1","negbinomial.size",3.13249286050859e-21,5.51491640782722e-21,"OK",3007,TRUE
"IL2RA","negbinomial.size",3.55737816561583e-14,4.95247319718917e-14,"OK",212,TRUE
"WDSUB1","negbinomial.size",8.36898914485105e-11,1.04144219478955e-10,"OK",1296,TRUE
"N4BP1","negbinomial.size",4.60181587959826e-45,1.40979359362269e-44,"OK",3729,TRUE
"BIRC2","negbinomial.size",1.50092974680437e-69,6.44656756597759e-69,"OK",6934,TRUE
"STK4","negbinomial.size",4.35527968379394e-21,7.64907014910854e-21,"OK",11364,TRUE
"EIF4A2","negbinomial.size",5.70238806588139e-64,2.32490220204826e-63,"OK",12846,TRUE
"CTNNB1","negbinomial.size",1.53609781395362e-44,4.67948898660871e-44,"OK",4129,TRUE
"ATP6V1G1","negbinomial.size",1.90029537443713e-29,4.21445875987131e-29,"OK",9330,TRUE
"FAM102B","negbinomial.size",5.1277481864787e-27,1.0704606175623e-26,"OK",1406,TRUE
"CYSLTR1","negbinomial.size",3.41371647672291e-38,9.31364910441759e-38,"OK",533,TRUE
"PSMB3","negbinomial.size",7.49567762070518e-22,1.35034258798252e-21,"OK",7170,TRUE
"RBM3","negbinomial.size",3.09733401222648e-22,5.62185562553911e-22,"OK",10817,TRUE
"BID","negbinomial.size",1.43709956378938e-36,3.7691281183303e-36,"OK",2431,TRUE
"LATS2","negbinomial.size",1.27916697806535e-48,4.1534628374607e-48,"OK",902,TRUE
"TGFBR3","negbinomial.size",2.05362125297776e-07,2.33331822823927e-07,"OK",3457,TRUE
"HMGN2","negbinomial.size",2.13034308025442e-24,4.11095564152299e-24,"OK",10111,TRUE
"SELL","negbinomial.size",2.47517349858454e-58,9.30442169571902e-58,"OK",2019,TRUE
"IL12RB2","negbinomial.size",1.56350080873117e-36,4.09569233591535e-36,"OK",591,TRUE
"NEU1","negbinomial.size",6.28524715336613e-21,1.09411726128821e-20,"OK",7591,TRUE
"RBBP8","negbinomial.size",4.29235084211604e-40,1.21860065138085e-39,"OK",812,TRUE
"PCGF5","negbinomial.size",1.11575729969191e-24,2.17242152875382e-24,"OK",3905,TRUE
"SLC7A5","negbinomial.size",1.13911615481306e-40,3.27250720501923e-40,"OK",4341,TRUE
"IGF2R","negbinomial.size",3.26312119396273e-35,8.32671749377078e-35,"OK",3400,TRUE
"VMA21","negbinomial.size",8.20514032772675e-29,1.78326146000394e-28,"OK",2494,TRUE
"RCBTB2","negbinomial.size",3.4955371314024e-30,7.98086319790716e-30,"OK",1848,TRUE
"CFL1","negbinomial.size",1.73314485226456e-59,6.60666289026686e-59,"OK",15784,TRUE
"DUSP10","negbinomial.size",6.05831985412174e-56,2.20848668295631e-55,"OK",5422,TRUE
"CD47","negbinomial.size",0.532282714948395,0.535740700103512,"OK",8221,TRUE
"UBE2H","negbinomial.size",5.81344898285262e-59,2.20058827989657e-58,"OK",4176,TRUE
"S100A6","negbinomial.size",1.32110712417258e-132,9.88097018044943e-132,"OK",13923,TRUE
"N4BP3","negbinomial.size",3.12895019397286e-47,1.00098716382406e-46,"OK",1360,TRUE
"SP140","negbinomial.size",5.30866059279761e-25,1.04297869798714e-24,"OK",3241,TRUE
"PDLIM1","negbinomial.size",8.45285540876121e-35,2.12201890990776e-34,"OK",1560,TRUE
"OASL","negbinomial.size",6.51272995429396e-06,7.18520410522055e-06,"OK",4559,TRUE
"TM6SF1","negbinomial.size",5.3830769615895e-51,1.82435842651369e-50,"OK",534,TRUE
"HES6","negbinomial.size",5.06651579532671e-118,3.57956767428783e-117,"OK",2421,TRUE
"C1orf21","negbinomial.size",7.24501948711043e-37,1.91173324422658e-36,"OK",6462,TRUE
"SDF4","negbinomial.size",1.31309996747463e-37,3.54243013613491e-37,"OK",4819,TRUE
"METTL9","negbinomial.size",8.48870771630852e-06,9.34145461018426e-06,"OK",4780,TRUE
"PELI2","negbinomial.size",5.13652179958759e-40,1.45445375761168e-39,"OK",626,TRUE
"SEC61B","negbinomial.size",1.93552817990716e-46,6.11085971210864e-46,"OK",9820,TRUE
"NFATC2","negbinomial.size",6.22038539803969e-54,2.19739673100132e-53,"OK",2536,TRUE
"MT-CO2","negbinomial.size",2.78539002635333e-06,3.09503635612724e-06,"OK",16283,TRUE
"CLEC2D","negbinomial.size",1.24593886087767e-62,4.97687180339535e-62,"OK",4723,TRUE
"GPM6B","negbinomial.size",1.08032968988188e-21,1.93336229154603e-21,"OK",736,TRUE
"WNK1","negbinomial.size",1.12373112679397e-27,2.37560703120479e-27,"OK",4380,TRUE
"PRSS21","negbinomial.size",2.50973739625479e-16,3.80939147129225e-16,"OK",387,TRUE
"SH2B3","negbinomial.size",2.80584326610064e-40,7.99720636553519e-40,"OK",993,TRUE
"DIP2A","negbinomial.size",0.672881296811368,0.675372296521915,"OK",4792,TRUE
"LDHB","negbinomial.size",9.98409010884084e-51,3.362653951254e-50,"OK",7437,TRUE
"ADRA2B","negbinomial.size",6.50901574452336e-08,7.50561145660349e-08,"OK",540,TRUE
"KCTD10","negbinomial.size",2.37353801765549e-54,8.39837513914317e-54,"OK",1007,TRUE
"HGSNAT","negbinomial.size",1.79364847708318e-17,2.83352042738049e-17,"OK",1346,TRUE
"C11orf24","negbinomial.size",2.23293322239257e-22,4.06994299106679e-22,"OK",512,TRUE
"KLF9","negbinomial.size",0.0110772466874576,0.0115014591024871,"OK",4194,TRUE
"MFSD10","negbinomial.size",4.54855099777966e-34,1.12494949990696e-33,"OK",4103,TRUE
"PPP2R5C","negbinomial.size",3.9998721715413e-41,1.15676303200975e-40,"OK",12624,TRUE
"IL16","negbinomial.size",1.17484827396206e-13,1.6016630460237e-13,"OK",2848,TRUE
"RCOR1","negbinomial.size",2.15430065312072e-38,5.89240620002377e-38,"OK",1850,TRUE
"DSE","negbinomial.size",5.70305758173231e-40,1.61276817402573e-39,"OK",749,TRUE
"ZSCAN18","negbinomial.size",2.82218476902932e-30,6.47758599367681e-30,"OK",540,TRUE
"HNRNPU","negbinomial.size",1.73299283451071e-20,2.98085761939233e-20,"OK",11911,TRUE
"FAM107B","negbinomial.size",6.17453367017834e-13,8.24157755730265e-13,"OK",8083,TRUE
"URB1-AS1","negbinomial.size",4.0959725212628e-24,7.86209238815842e-24,"OK",997,TRUE
"CDC42EP3","negbinomial.size",5.96332805625369e-63,2.39527010259523e-62,"OK",6221,TRUE
"H2AFJ","negbinomial.size",0.00729094392510448,0.00759560872889127,"OK",7475,TRUE
"KLF6","negbinomial.size",1.0482312421181e-12,1.38719558520693e-12,"OK",15276,TRUE
"LINC00861","negbinomial.size",1.17609443409827e-34,2.93888113774095e-34,"OK",3604,TRUE
"BACH1","negbinomial.size",8.4221455309999e-28,1.78569243956391e-27,"OK",1970,TRUE
"PHF20L1","negbinomial.size",3.35985571152008e-44,1.01497591062494e-43,"OK",3864,TRUE
"FXYD5","negbinomial.size",1.46662254595907e-05,1.60598951737438e-05,"OK",11341,TRUE
"RPL23","negbinomial.size",5.09028381856807e-93,2.82374056329262e-92,"OK",13580,TRUE
"CCNH","negbinomial.size",0.0374768149822991,0.0384882631139236,"OK",9237,TRUE
"MT-ND4","negbinomial.size",0.000100518916513195,0.000108254980097874,"OK",16270,TRUE
"HLA-B","negbinomial.size",3.03054969577773e-36,7.91006292435848e-36,"OK",16286,TRUE
"FAM173A","negbinomial.size",1.96746114655916e-24,3.80340751059431e-24,"OK",3138,TRUE
"HNRNPA3","negbinomial.size",1.12411363777194e-56,4.14660285769956e-56,"OK",11071,TRUE
"TXNDC12","negbinomial.size",2.50695575209443e-19,4.20540373263173e-19,"OK",2415,TRUE
"GNG5","negbinomial.size",3.15739173798915e-42,9.25457118878172e-42,"OK",7956,TRUE
"ARF1","negbinomial.size",5.14069868100583e-50,1.71014960722418e-49,"OK",9444,TRUE
"GBP1","negbinomial.size",6.14983127203344e-25,1.20387942500366e-24,"OK",2027,TRUE
"HPGDS","negbinomial.size",0.423142081220012,0.428076107353641,"OK",85,TRUE
"EMD","negbinomial.size",6.33210047887013e-33,1.53284887708363e-32,"OK",6052,TRUE
"GRAP2","negbinomial.size",8.82124407725991e-31,2.05072651699644e-30,"OK",1391,TRUE
"FYB1","negbinomial.size",4.89732285706629e-15,7.00678976053878e-15,"OK",8648,TRUE
"BNC2","negbinomial.size",1.15374351343151e-45,3.59034387465273e-45,"OK",1031,TRUE
"ICOS","negbinomial.size",0.0234759887482267,0.0242127530170726,"OK",523,TRUE
"POMP","negbinomial.size",4.77468437429409e-39,1.32264245310905e-38,"OK",8973,TRUE
"ARPC2","negbinomial.size",4.92235050659302e-50,1.64002738076809e-49,"OK",15098,TRUE
"IL4R","negbinomial.size",4.61200094389051e-23,8.59401206812587e-23,"OK",1941,TRUE
"MTERF2","negbinomial.size",1.35642277760578e-46,4.29500876587874e-46,"OK",1699,TRUE
"DAPK1","negbinomial.size",2.6214893028662e-25,5.18323637002441e-25,"OK",220,TRUE
"CYSTM1","negbinomial.size",6.3460004252356e-16,9.45362288621979e-16,"OK",1655,TRUE
"CES1","negbinomial.size",0.000373655742431403,0.000396894860594375,"OK",341,TRUE
