"","Clusters","gene_short_name","family","pval","qval","status","num_cells_expressed","use_for_ordering"
"RPA1","1","RPA1","negbinomial.size",1.26085389719001e-21,2.24715867132714e-21,"OK",1267,TRUE
"PHLDA3","1","PHLDA3","negbinomial.size",1.8264606837435e-07,2.07957649503393e-07,"OK",125,TRUE
"CLU","2","CLU","negbinomial.size",2.48159027119226e-33,6.0546336312891e-33,"OK",416,TRUE
"PTPRC","1","PTPRC","negbinomial.size",0.431191418312151,0.435812761565263,"OK",14433,TRUE
"AL137003.2","2","AL137003.2","negbinomial.size",8.53418760624035e-09,1.00656078944727e-08,"OK",195,TRUE
"MMP9","1","MMP9","negbinomial.size",2.11714420793952e-30,4.88000614986272e-30,"OK",501,TRUE
"SKAP1","2","SKAP1","negbinomial.size",0.0117134614444152,0.0121445974536026,"OK",7269,TRUE
"HDGFL3","1","HDGFL3","negbinomial.size",0.000173211167161862,0.000185253955411281,"OK",1174,TRUE
"ATP6V1B2","1","ATP6V1B2","negbinomial.size",8.31495902321147e-18,1.33002552517299e-17,"OK",1183,TRUE
"APBB1IP","2","APBB1IP","negbinomial.size",1.02665928054733e-08,1.20499133090214e-08,"OK",5184,TRUE
"TANC1","2","TANC1","negbinomial.size",0.00182189720726009,0.00191365377363057,"OK",154,TRUE
"WARS","1","WARS","negbinomial.size",4.32821408372925e-12,5.59469389011249e-12,"OK",535,TRUE
"MORF4L1","1","MORF4L1","negbinomial.size",1.93576065424254e-17,3.05357444294697e-17,"OK",9977,TRUE
"AL109955.1","2","AL109955.1","negbinomial.size",0.090145899919,0.0921859768620043,"OK",827,TRUE
"HLA-DMB","2","HLA-DMB","negbinomial.size",4.83782510091311e-15,6.92623276823797e-15,"OK",564,TRUE
"TSPAN31","1","TSPAN31","negbinomial.size",6.20965841979765e-13,8.28336353784815e-13,"OK",1680,TRUE
"ERLEC1","1","ERLEC1","negbinomial.size",1.03553073509607e-12,1.37122476460523e-12,"OK",2567,TRUE
"LAPTM4B","1","LAPTM4B","negbinomial.size",1.38834113153182e-08,1.62247409175243e-08,"OK",125,TRUE
"UTRN","1","UTRN","negbinomial.size",5.32981819844368e-38,1.44324290542127e-37,"OK",6921,TRUE
"NSD3","1","NSD3","negbinomial.size",0.0150164495576966,0.0155246325503546,"OK",6659,TRUE
"TMEM243","2","TMEM243","negbinomial.size",0.45708913316855,0.461343103695944,"OK",4019,TRUE
"ZNF92","1","ZNF92","negbinomial.size",3.78345085815494e-23,7.07440078563627e-23,"OK",2294,TRUE
"AC139530.1","2","AC139530.1","negbinomial.size",3.0571933974542e-06,3.39531616952286e-06,"OK",1130,TRUE
"JAG1","1","JAG1","negbinomial.size",2.49811211453871e-29,5.53463245805359e-29,"OK",316,TRUE
"EPM2AIP1","2","EPM2AIP1","negbinomial.size",1.57861271022516e-06,1.76041695037449e-06,"OK",2272,TRUE
"ZMAT4","1","ZMAT4","negbinomial.size",5.53950586333823e-32,1.32325861427099e-31,"OK",183,TRUE
"ZMAT2","1","ZMAT2","negbinomial.size",9.50881935352707e-07,1.06587230893024e-06,"OK",3372,TRUE
"SERINC1","1","SERINC1","negbinomial.size",2.67101511162366e-15,3.86744444399982e-15,"OK",3613,TRUE
"AP002387.2","2","AP002387.2","negbinomial.size",1.31794464313912e-13,1.79223945515282e-13,"OK",1804,TRUE
"MTF2","1","MTF2","negbinomial.size",9.20040254438645e-15,1.30173992946994e-14,"OK",3272,TRUE
"PRPF40A","1","PRPF40A","negbinomial.size",6.79440286534968e-19,1.12410830014824e-18,"OK",5717,TRUE
"BIK","1","BIK","negbinomial.size",0.135987336149797,0.138347341514498,"OK",194,TRUE
"NDUFA4","1","NDUFA4","negbinomial.size",0.000143019719613604,0.00015326569755035,"OK",10745,TRUE
"IGHG2","1","IGHG2","negbinomial.size",0.0636349422250968,0.0651980111885852,"OK",220,TRUE
"CTSF","1","CTSF","negbinomial.size",4.56940263387282e-09,5.4366617185245e-09,"OK",719,TRUE
"MXI1","1","MXI1","negbinomial.size",0.127690685804857,0.13002868427734,"OK",1478,TRUE
"TXLNG","2","TXLNG","negbinomial.size",4.19123905830419e-05,4.55450777427945e-05,"OK",1924,TRUE
"TSPAN5","2","TSPAN5","negbinomial.size",0.0251200389811808,0.0258837836342903,"OK",1675,TRUE
"EIF4H","1","EIF4H","negbinomial.size",1.18533994621765e-26,2.44391857732517e-26,"OK",5700,TRUE
"TNFAIP2","1","TNFAIP2","negbinomial.size",5.18029055297128e-06,5.73560500734799e-06,"OK",52,TRUE
"DUT","2","DUT","negbinomial.size",3.61894569255877e-12,4.68906404250894e-12,"OK",3436,TRUE
"AC006333.2","2","AC006333.2","negbinomial.size",5.56914680917894e-15,7.95749633011141e-15,"OK",581,TRUE
"LBR","1","LBR","negbinomial.size",4.23790667795906e-17,6.61772468286048e-17,"OK",3448,TRUE
"INSIG1","2","INSIG1","negbinomial.size",0.000185601127188198,0.000198212134353128,"OK",4664,TRUE
"ARSJ","1","ARSJ","negbinomial.size",1.66915052301967e-09,2.0057548390192e-09,"OK",54,TRUE
"TMOD2","2","TMOD2","negbinomial.size",4.92489131642695e-17,7.66840578989954e-17,"OK",149,TRUE
"AL360012.1","1","AL360012.1","negbinomial.size",5.69006226287304e-14,7.87603385333224e-14,"OK",521,TRUE
"CCL20","2","CCL20","negbinomial.size",4.71801811223956e-37,1.25102460702294e-36,"OK",122,TRUE
"DDX27","1","DDX27","negbinomial.size",1.85945677611334e-19,3.12890748439863e-19,"OK",3741,TRUE
"UBE2D3","1","UBE2D3","negbinomial.size",5.36913735437445e-18,8.63921284987996e-18,"OK",12082,TRUE
"MAGT1","1","MAGT1","negbinomial.size",2.31369986591822e-14,3.23143271679112e-14,"OK",1723,TRUE
"STX10","2","STX10","negbinomial.size",8.19882856974972e-06,9.03161968907422e-06,"OK",2585,TRUE
"IFITM2","1","IFITM2","negbinomial.size",3.15349151845155e-10,3.86000175142292e-10,"OK",15485,TRUE
"DBI","1","DBI","negbinomial.size",1.68307112959014e-39,4.69226385614526e-39,"OK",11331,TRUE
"SNAPC1","1","SNAPC1","negbinomial.size",2.81873227689305e-11,3.55869051721829e-11,"OK",911,TRUE
"UNC93B1","1","UNC93B1","negbinomial.size",2.84409222466794e-18,4.61393869506713e-18,"OK",544,TRUE
"SERINC5","1","SERINC5","negbinomial.size",7.07152398684338e-08,8.13262753311945e-08,"OK",505,TRUE
"TFDP1","1","TFDP1","negbinomial.size",6.29699991357521e-12,8.10094472867416e-12,"OK",1579,TRUE
"HES5","1","HES5","negbinomial.size",3.37186209845641e-19,5.63015311127942e-19,"OK",59,TRUE
"ZNF516","1","ZNF516","negbinomial.size",4.32889897901622e-29,9.53236739643267e-29,"OK",234,TRUE
"GPRIN3","1","GPRIN3","negbinomial.size",6.94635207841029e-12,8.92573320975825e-12,"OK",2531,TRUE
"CARMIL3","1","CARMIL3","negbinomial.size",6.06329376387502e-15,8.63511764533481e-15,"OK",230,TRUE
"AC025171.3","2","AC025171.3","negbinomial.size",0.485626544247059,0.489008344694462,"OK",1531,TRUE
"CCDC71L","2","CCDC71L","negbinomial.size",1.73053453888968e-12,2.27073769803492e-12,"OK",2039,TRUE
"TNIP3","2","TNIP3","negbinomial.size",1.01948150930186e-08,1.19721461487587e-08,"OK",146,TRUE
"SEPT11","1","SEPT11","negbinomial.size",7.35808401514805e-11,9.17750674459811e-11,"OK",2093,TRUE
"SDC4","1","SDC4","negbinomial.size",4.22933032447622e-06,4.69468652701582e-06,"OK",268,TRUE
"PLK3","1","PLK3","negbinomial.size",9.07707031658654e-05,9.79023645782009e-05,"OK",2823,TRUE
"PRR5L","1","PRR5L","negbinomial.size",8.80827622806157e-14,1.20613327895616e-13,"OK",1172,TRUE
"PITPNA","1","PITPNA","negbinomial.size",7.07818565909599e-11,8.83856343959654e-11,"OK",1218,TRUE
"OR4D1","2","OR4D1","negbinomial.size",2.85553815825785e-07,3.23428838917038e-07,"OK",500,TRUE
"NSA2","2","NSA2","negbinomial.size",2.36587884363567e-25,4.68210876993228e-25,"OK",7233,TRUE
"MRPS34","2","MRPS34","negbinomial.size",2.08549480391734e-07,2.36829226685692e-07,"OK",3403,TRUE
"TAX1BP1","1","TAX1BP1","negbinomial.size",7.89106272467955e-15,1.12160649081454e-14,"OK",7443,TRUE
"RNF168","1","RNF168","negbinomial.size",8.81843356508938e-24,1.68670038824329e-23,"OK",5444,TRUE
"LETMD1","2","LETMD1","negbinomial.size",7.56007340490711e-06,8.33645104994587e-06,"OK",2201,TRUE
"CCDC93","1","CCDC93","negbinomial.size",4.09950181607347e-18,6.62086332022587e-18,"OK",1610,TRUE
"GABARAPL1","1","GABARAPL1","negbinomial.size",0.00241365300200709,0.00253153450742426,"OK",9839,TRUE
"RABEP2","1","RABEP2","negbinomial.size",1.13944349506571e-14,1.60588235269494e-14,"OK",1494,TRUE
"FOXK2","1","FOXK2","negbinomial.size",1.15398360313715e-13,1.57420782088332e-13,"OK",1042,TRUE
"CYB5A","1","CYB5A","negbinomial.size",2.45417240577049e-10,3.0125070447743e-10,"OK",2115,TRUE
"BCL7B","1","BCL7B","negbinomial.size",1.76923344117261e-14,2.48540630434157e-14,"OK",4710,TRUE
"DCBLD1","2","DCBLD1","negbinomial.size",7.32240384087262e-05,7.91739478108311e-05,"OK",540,TRUE
"EMC3","1","EMC3","negbinomial.size",2.51018761229801e-12,3.27593076478603e-12,"OK",3903,TRUE
"IGHV1-46","1","IGHV1-46","negbinomial.size",3.96903378112671e-05,4.317369243362e-05,"OK",51,TRUE
"UACA","1","UACA","negbinomial.size",3.99000547984339e-29,8.81295507716937e-29,"OK",129,TRUE
"SGCB","2","SGCB","negbinomial.size",7.62343560850364e-17,1.17772306515986e-16,"OK",179,TRUE
"TSC22D4","2","TSC22D4","negbinomial.size",0.0373431876596983,0.0383691966053461,"OK",4410,TRUE
"UNG","2","UNG","negbinomial.size",0.000667471694465829,0.000705185633364044,"OK",988,TRUE
"AKNA","1","AKNA","negbinomial.size",4.04293120124497e-33,9.83084952410352e-33,"OK",7297,TRUE
"RENBP","1","RENBP","negbinomial.size",3.47092605146641e-13,4.65292868085948e-13,"OK",190,TRUE
"KRT10","1","KRT10","negbinomial.size",7.30489075657049e-18,1.17191627596164e-17,"OK",8768,TRUE
"NFIL3","1","NFIL3","negbinomial.size",5.03487096913795e-66,2.1205116761282e-65,"OK",6159,TRUE
"PIGX","1","PIGX","negbinomial.size",4.12369852557983e-09,4.91175293903496e-09,"OK",1415,TRUE
"PLAU","1","PLAU","negbinomial.size",3.66861507462918e-15,5.27667513055085e-15,"OK",93,TRUE
"AC246785.3","2","AC246785.3","negbinomial.size",3.91526156551332e-12,5.06694650095369e-12,"OK",313,TRUE
"AKIRIN2","2","AKIRIN2","negbinomial.size",7.30045015656e-10,8.87593968025709e-10,"OK",4062,TRUE
"CTSL","1","CTSL","negbinomial.size",8.88559875895648e-05,9.58848940705304e-05,"OK",49,TRUE
"BAZ1A","1","BAZ1A","negbinomial.size",3.44234519209594e-26,6.97798759033279e-26,"OK",7380,TRUE
"AL445524.1","1","AL445524.1","negbinomial.size",6.64534891388097e-15,9.45784894633059e-15,"OK",454,TRUE
"TPST2","1","TPST2","negbinomial.size",1.17551579111464e-22,2.16075741604038e-22,"OK",6060,TRUE
"MARCKS","1","MARCKS","negbinomial.size",0.00411502513127704,0.00430559069451997,"OK",58,TRUE
"SNRPA","2","SNRPA","negbinomial.size",1.93198583688969e-08,2.24811012887003e-08,"OK",2626,TRUE
"B3GLCT","1","B3GLCT","negbinomial.size",1.87984074609693e-10,2.31669010129786e-10,"OK",369,TRUE
"APOA1","1","APOA1","negbinomial.size",1.53774089579736e-09,1.84989462173293e-09,"OK",388,TRUE
"FBXO11","1","FBXO11","negbinomial.size",3.12307939746937e-16,4.72711738528336e-16,"OK",2173,TRUE
"RPL39L","1","RPL39L","negbinomial.size",3.22920957479811e-05,3.52144573541332e-05,"OK",880,TRUE
"NXPH4","1","NXPH4","negbinomial.size",9.47296435718445e-11,1.17814562446864e-10,"OK",136,TRUE
"PPWD1","2","PPWD1","negbinomial.size",2.50157606891465e-09,2.98784058010786e-09,"OK",1465,TRUE
"TRAF4","1","TRAF4","negbinomial.size",2.41733987077666e-12,3.15856034922564e-12,"OK",1799,TRUE
"SYNM","1","SYNM","negbinomial.size",6.26598557722806e-06,6.91650011043647e-06,"OK",118,TRUE
"SH3BGRL","1","SH3BGRL","negbinomial.size",5.38208376586097e-12,6.94452093286879e-12,"OK",8418,TRUE
"CA2","1","CA2","negbinomial.size",6.5948263160059e-16,9.81082186516927e-16,"OK",167,TRUE
"WDR60","1","WDR60","negbinomial.size",1.4725439744719e-19,2.48749834939996e-19,"OK",1426,TRUE
"C2CD4D","2","C2CD4D","negbinomial.size",5.14030670280791e-17,7.99234784114005e-17,"OK",92,TRUE
"IDS","1","IDS","negbinomial.size",6.07192421830894e-14,8.39388376641943e-14,"OK",9617,TRUE
"TUSC2","1","TUSC2","negbinomial.size",3.28446031537417e-05,3.57989669550079e-05,"OK",2269,TRUE
"CCDC69","1","CCDC69","negbinomial.size",3.48773804002198e-16,5.26803886407219e-16,"OK",3593,TRUE
"TNFRSF11A","1","TNFRSF11A","negbinomial.size",0.0047911327185469,0.00500576438657429,"OK",79,TRUE
"RHOBTB3","1","RHOBTB3","negbinomial.size",4.38838958460052e-29,9.65356694624597e-29,"OK",1745,TRUE
"IGLV2-23","1","IGLV2-23","negbinomial.size",0.000505945904769161,0.000535838216525542,"OK",33,TRUE
"AC016773.1","2","AC016773.1","negbinomial.size",6.81311095753784e-08,7.84653835513554e-08,"OK",478,TRUE
"ADAT1","2","ADAT1","negbinomial.size",7.14255412180136e-09,8.43801736938298e-09,"OK",541,TRUE
"P4HA2","1","P4HA2","negbinomial.size",0.000170150919079386,0.000182070717061267,"OK",61,TRUE
"STAT2","1","STAT2","negbinomial.size",8.80905968544256e-13,1.16790039472646e-12,"OK",980,TRUE
"FAM83D","2","FAM83D","negbinomial.size",0.00040259155591076,0.00042721188100315,"OK",443,TRUE
"TPP1","1","TPP1","negbinomial.size",2.71787851412999e-07,3.08158834142601e-07,"OK",2215,TRUE
"ZNF570","1","ZNF570","negbinomial.size",2.88625263476567e-10,3.5348853556221e-10,"OK",729,TRUE
"LGR6","1","LGR6","negbinomial.size",1.00168064740065e-17,1.59753332662647e-17,"OK",807,TRUE
"SLTM","1","SLTM","negbinomial.size",8.22309210792104e-26,1.64386053291067e-25,"OK",7095,TRUE
"SLC35F6","1","SLC35F6","negbinomial.size",1.30178295419605e-12,1.71854365651323e-12,"OK",880,TRUE
"ZC3H7A","1","ZC3H7A","negbinomial.size",8.70602276789336e-14,1.19288461045867e-13,"OK",2579,TRUE
"SLC7A6","1","SLC7A6","negbinomial.size",6.09553299462318e-27,1.26883023659671e-26,"OK",776,TRUE
"MED30","1","MED30","negbinomial.size",3.26937385475369e-16,4.94165288568694e-16,"OK",4004,TRUE
"ZBTB21","1","ZBTB21","negbinomial.size",3.16397474831016e-13,4.25459468635136e-13,"OK",1610,TRUE
"BAZ2B","2","BAZ2B","negbinomial.size",0.0122491621620066,0.0126878857351444,"OK",1970,TRUE
"ESYT2","1","ESYT2","negbinomial.size",2.68593675123864e-28,5.77383232253381e-28,"OK",2535,TRUE
"TMEM241","1","TMEM241","negbinomial.size",8.79639721325415e-13,1.16693489636381e-12,"OK",212,TRUE
"AL353708.1","2","AL353708.1","negbinomial.size",0.000129626397459869,0.000139050275020008,"OK",400,TRUE
"ILKAP","1","ILKAP","negbinomial.size",1.93915510477902e-42,5.69922414941151e-42,"OK",2894,TRUE
"KCNMA1","1","KCNMA1","negbinomial.size",0.135510785397688,0.137927214231621,"OK",35,TRUE
"AL133342.1","1","AL133342.1","negbinomial.size",2.24953420974297e-11,2.84835942844863e-11,"OK",1399,TRUE
"PARD6A","1","PARD6A","negbinomial.size",0.23954516070335,0.243132172936624,"OK",775,TRUE
"CRY2","1","CRY2","negbinomial.size",6.89432505903164e-08,7.93304565147991e-08,"OK",551,TRUE
"EIF4B","2","EIF4B","negbinomial.size",2.91221690111275e-22,5.29915978063218e-22,"OK",6352,TRUE
"ELF2","1","ELF2","negbinomial.size",1.98241712388435e-18,3.23297950504148e-18,"OK",4233,TRUE
"KIAA0586","2","KIAA0586","negbinomial.size",4.8371410417285e-09,5.74576063499952e-09,"OK",1333,TRUE
"JPX","1","JPX","negbinomial.size",0.424294294111458,0.429041642856761,"OK",3017,TRUE
"GSR","2","GSR","negbinomial.size",0.117497436745544,0.119761250141487,"OK",1379,TRUE
"AC005614.1","2","AC005614.1","negbinomial.size",5.94596865795738e-06,6.57329562645747e-06,"OK",195,TRUE
"HIST1H2BH","2","HIST1H2BH","negbinomial.size",1.76800394650864e-05,1.9299449219815e-05,"OK",478,TRUE
"CRCP","1","CRCP","negbinomial.size",6.18359967706035e-25,1.20939834982362e-24,"OK",3074,TRUE
"SF3B2","1","SF3B2","negbinomial.size",4.00731376319859e-16,6.02764462716903e-16,"OK",8282,TRUE
"NDUFAF3","1","NDUFAF3","negbinomial.size",3.83498334358798e-07,4.33233274595954e-07,"OK",2705,TRUE
"HIPK1-AS1","2","HIPK1-AS1","negbinomial.size",0.558887720474987,0.562257637156886,"OK",1740,TRUE
"KHDRBS1","1","KHDRBS1","negbinomial.size",3.64970368445966e-13,4.88956596145337e-13,"OK",6649,TRUE
"PRCP","1","PRCP","negbinomial.size",1.89743118238769e-12,2.48822746952775e-12,"OK",1197,TRUE
"TRERF1","2","TRERF1","negbinomial.size",0.0320703490943442,0.0329983810178523,"OK",1167,TRUE
"PRRG2","2","PRRG2","negbinomial.size",3.3932373856865e-07,3.83729504147759e-07,"OK",450,TRUE
"PTGS2","1","PTGS2","negbinomial.size",1.444920768175e-07,1.64775664888095e-07,"OK",95,TRUE
"MRPL28","1","MRPL28","negbinomial.size",5.769985468563e-14,7.98156790900074e-14,"OK",2147,TRUE
"CCDC66","2","CCDC66","negbinomial.size",1.49198046826552e-05,1.63274754574566e-05,"OK",1581,TRUE
"MVP","1","MVP","negbinomial.size",3.63743386031724e-11,4.57898667616256e-11,"OK",1856,TRUE
"B3GNT5","1","B3GNT5","negbinomial.size",2.67382883979618e-11,3.37771389255557e-11,"OK",197,TRUE
"BIN3","1","BIN3","negbinomial.size",2.3107624225961e-11,2.9224744574991e-11,"OK",824,TRUE
"AIM2","2","AIM2","negbinomial.size",5.01418343589504e-17,7.80183921983955e-17,"OK",129,TRUE
"PDGFB","2","PDGFB","negbinomial.size",9.30292655473854e-17,1.43208287418225e-16,"OK",41,TRUE
"CDK6","1","CDK6","negbinomial.size",1.41136957825655e-13,1.91568248763357e-13,"OK",1518,TRUE
"CDIP1","1","CDIP1","negbinomial.size",2.00499646556047e-14,2.8129607592501e-14,"OK",1337,TRUE
"PRKAR2A","1","PRKAR2A","negbinomial.size",1.02273633052843e-34,2.5586102663393e-34,"OK",3709,TRUE
"LUC7L","1","LUC7L","negbinomial.size",1.09191208884781e-21,1.95247924213595e-21,"OK",3520,TRUE
"TMEM238","2","TMEM238","negbinomial.size",1.37367580793538e-19,2.32410516958802e-19,"OK",1682,TRUE
"PHLDA2","1","PHLDA2","negbinomial.size",0.000231082313905898,0.000246177573114878,"OK",873,TRUE
"MMD","1","MMD","negbinomial.size",1.14251819933501e-28,2.47812197435764e-28,"OK",781,TRUE
"RAP2C","1","RAP2C","negbinomial.size",4.06971705965507e-16,6.11726701482456e-16,"OK",2777,TRUE
"COG2","2","COG2","negbinomial.size",0.00823542834784662,0.00857132633708221,"OK",921,TRUE
"PTGDR2","2","PTGDR2","negbinomial.size",0.628592579151421,0.632089617143919,"OK",38,TRUE
"CLEC7A","1","CLEC7A","negbinomial.size",1.37774597307082e-05,1.51078413326118e-05,"OK",56,TRUE
"ZFYVE16","1","ZFYVE16","negbinomial.size",5.78417006346606e-15,8.24843186565279e-15,"OK",1247,TRUE
"ZFHX3","1","ZFHX3","negbinomial.size",2.9299087961705e-19,4.90352791581312e-19,"OK",214,TRUE
"CD27","2","CD27","negbinomial.size",0.857808416423302,0.859393281857802,"OK",272,TRUE
"COMMD7","1","COMMD7","negbinomial.size",1.03078303167534e-23,1.96292220869517e-23,"OK",4272,TRUE
"MIIP","2","MIIP","negbinomial.size",0.000112796308320791,0.000121056503091438,"OK",998,TRUE
"DLST","1","DLST","negbinomial.size",1.85139214351589e-15,2.69689023457754e-15,"OK",1753,TRUE
"HIST4H4","2","HIST4H4","negbinomial.size",0.000784492186629826,0.00082801146121659,"OK",555,TRUE
"CPNE5","2","CPNE5","negbinomial.size",2.6941949703209e-12,3.50973506944507e-12,"OK",180,TRUE
"GSE1","1","GSE1","negbinomial.size",9.19101972408534e-16,1.35706751405998e-15,"OK",1874,TRUE
"KIAA0040","2","KIAA0040","negbinomial.size",9.02077523537043e-10,1.09124715479746e-09,"OK",1003,TRUE
"SGK3","1","SGK3","negbinomial.size",1.43927837841816e-09,1.7333674640694e-09,"OK",941,TRUE
"REXO2","2","REXO2","negbinomial.size",1.11009114190642e-14,1.56553165591354e-14,"OK",2131,TRUE
"GPAT2","1","GPAT2","negbinomial.size",6.75674982187769e-07,7.59740298789669e-07,"OK",77,TRUE
"FERMT2","1","FERMT2","negbinomial.size",4.10572255153977e-07,4.63094758933425e-07,"OK",76,TRUE
"CPEB4","1","CPEB4","negbinomial.size",8.3286078760803e-15,1.18224806827344e-14,"OK",2830,TRUE
"PCF11","2","PCF11","negbinomial.size",0.115517531015177,0.117798554194602,"OK",4236,TRUE
"FCGR3A","1","FCGR3A","negbinomial.size",1.42345261024664e-52,4.93994993859995e-52,"OK",13636,TRUE
"OAS2","1","OAS2","negbinomial.size",1.27894302121679e-14,1.80131650196053e-14,"OK",740,TRUE
"NINL","2","NINL","negbinomial.size",7.79900935652859e-20,1.32674912112239e-19,"OK",265,TRUE
"IL9R","1","IL9R","negbinomial.size",4.46729113125599e-05,4.85205531481935e-05,"OK",45,TRUE
"SCAF11","1","SCAF11","negbinomial.size",1.46587575811899e-13,1.98842058746723e-13,"OK",6867,TRUE
"LINC02207","1","LINC02207","negbinomial.size",1.80717832135735e-11,2.29360431774377e-11,"OK",46,TRUE
"ARHGEF9","2","ARHGEF9","negbinomial.size",0.00462088223337132,0.00483021376587103,"OK",1783,TRUE
"SPATA2","1","SPATA2","negbinomial.size",2.91796149765702e-07,3.30154329077626e-07,"OK",876,TRUE
"SLC49A3","1","SLC49A3","negbinomial.size",9.4114703814808e-12,1.20575778248268e-11,"OK",246,TRUE
"AC010642.2","2","AC010642.2","negbinomial.size",0.63317146192556,0.636398934623049,"OK",1762,TRUE
"SORBS2","1","SORBS2","negbinomial.size",6.23391745490387e-05,6.75055764337818e-05,"OK",32,TRUE
"NDUFAF4","2","NDUFAF4","negbinomial.size",0.00629474531673154,0.00656408778461092,"OK",1952,TRUE
"TSPAN17","1","TSPAN17","negbinomial.size",5.04451538696169e-08,5.82617352200208e-08,"OK",983,TRUE
"JARID2","1","JARID2","negbinomial.size",2.65230794538944e-44,8.03471499099119e-44,"OK",3506,TRUE
"SRPK2","1","SRPK2","negbinomial.size",2.96926335373173e-24,5.71458049178716e-24,"OK",4633,TRUE
"GPR155","2","GPR155","negbinomial.size",4.26169418413281e-20,7.28417232890786e-20,"OK",684,TRUE
"EREG","1","EREG","negbinomial.size",9.63496447762475e-06,1.05867466828612e-05,"OK",67,TRUE
"POMC","1","POMC","negbinomial.size",2.63116907558147e-12,3.43175329220458e-12,"OK",1905,TRUE
"IRGQ","1","IRGQ","negbinomial.size",8.01169021860755e-16,1.18778920602596e-15,"OK",1032,TRUE
"PLEKHA2","1","PLEKHA2","negbinomial.size",1.26815500005604e-25,2.52351210561611e-25,"OK",4241,TRUE
"CDO1","2","CDO1","negbinomial.size",0.113216246499962,0.115560488780432,"OK",41,TRUE
"AC009053.2","2","AC009053.2","negbinomial.size",0.00142533968741673,0.00150002997671368,"OK",522,TRUE
"CYP20A1","1","CYP20A1","negbinomial.size",3.36357747492421e-05,3.66428907238102e-05,"OK",1875,TRUE
"TCEAL1","2","TCEAL1","negbinomial.size",1.10325985838932e-07,1.26144999095753e-07,"OK",794,TRUE
"PCNX2","2","PCNX2","negbinomial.size",4.41633571212649e-14,6.13254299590419e-14,"OK",347,TRUE
"AC073263.2","2","AC073263.2","negbinomial.size",4.23364581233499e-09,5.03994388965675e-09,"OK",169,TRUE
